id_devolucao,id_pedido,id_produto,data_devolucao,motivo_devolucao,valor_reembolso
2608,26665,168,2023-07-01,Atraso na entrega,383.01
2609,454,58,2023-03-11,Produto danificado,1231.56
2610,16106,50,2023-08-04,Produto com defeito,404.61
2611,47207,119,2023-07-27,Produto danificado,42.86
2612,23462,217,2023-05-23,Atraso na entrega,2015.24
2613,33691,52,2023-12-06,Insatisfacao do cliente,1209.2
2614,3314,18,2023-02-04,Produto com defeito,834.45
2615,32440,233,2023-11-08,Produto errado,765.2
2616,49317,90,2023-08-11,Atraso na entrega,1364.17
2617,19988,220,2023-05-09,Produto com defeito,40.45
2618,30380,108,2023-09-09,Produto errado,1053.46
2619,39897,110,2023-08-21,Produto errado,37.02
2620,5023,232,2024-01-11,Produto errado,212.86
2621,14649,146,2023-11-13,Atraso na entrega,2603.84
2622,34463,181,2023-11-20,Produto errado,961.16
2623,4564,175,2023-06-15,Atraso na entrega,180.53
2624,28860,88,2023-06-09,Produto errado,304.65
2625,27158,120,2023-05-16,Produto errado,615.99
2626,43016,185,2023-01-31,Produto errado,967.58
2627,39986,127,2024-01-13,Produto danificado,2791.74
2628,27439,47,2023-11-28,Produto errado,4229.39
2629,14159,154,2023-07-05,Produto com defeito,3043.3
2630,12699,153,2023-12-08,Produto com defeito,691.39
2631,49098,225,2023-09-10,Atraso na entrega,1878.94
2632,2188,22,2023-05-27,Insatisfacao do cliente,240.4
2633,45272,235,2023-05-11,Produto danificado,578.05
2634,32137,110,2023-12-02,Insatisfacao do cliente,112.92
2635,23134,126,2023-05-24,Produto errado,2517.86
2636,13751,33,2023-10-23,Produto errado,397.0
2637,37810,151,2023-11-13,Produto danificado,1040.97
2638,3254,21,2023-09-20,Insatisfacao do cliente,199.69
2639,35862,178,2023-12-19,Insatisfacao do cliente,367.85
2640,41522,173,2023-12-11,Produto errado,1853.58
2641,985,119,2023-10-30,Produto danificado,89.32
2642,9422,49,2023-06-13,Produto errado,1221.93
2643,47650,147,2023-07-04,Atraso na entrega,2227.75
2644,14887,173,2023-08-22,Produto com defeito,977.88
2645,29338,146,2023-11-21,Insatisfacao do cliente,2366.07
2646,10394,196,2023-11-08,Produto com defeito,787.31
2647,23637,33,2023-05-11,Produto com defeito,414.75
2648,17796,228,2023-05-17,Produto danificado,1303.66
2649,9088,161,2023-03-26,Produto danificado,805.17
2650,41016,106,2023-12-22,Insatisfacao do cliente,1353.4
2651,48418,99,2023-11-28,Produto errado,341.02
2652,30526,5,2023-01-30,Produto errado,160.57
2653,11200,151,2023-04-07,Produto com defeito,3079.21
2654,45517,191,2023-05-18,Produto danificado,3937.53
2655,42079,69,2023-03-16,Atraso na entrega,416.24
2656,1465,173,2023-09-12,Atraso na entrega,1358.61
2657,48908,80,2023-07-17,Atraso na entrega,2490.15
2658,2134,60,2023-02-24,Produto com defeito,2163.63
2659,33032,100,2024-01-06,Insatisfacao do cliente,766.27
2660,45481,56,2023-09-30,Produto com defeito,863.34
2661,2154,163,2023-06-01,Atraso na entrega,679.84
2662,19477,239,2023-01-17,Produto danificado,1456.12
2663,48086,197,2023-06-29,Produto com defeito,2300.84
2664,5951,88,2023-11-30,Produto com defeito,304.65
2665,12783,205,2023-10-31,Atraso na entrega,1583.73
2666,5154,123,2023-12-19,Insatisfacao do cliente,709.89
2667,21405,117,2023-10-25,Produto com defeito,1176.03
2668,12966,126,2023-06-23,Insatisfacao do cliente,4437.44
2669,2421,236,2023-07-16,Produto com defeito,309.75
2670,32362,185,2023-05-06,Produto com defeito,1076.03
2671,9910,60,2023-12-24,Produto errado,718.99
2672,14845,63,2023-03-25,Produto errado,2443.7
2673,49839,63,2023-09-10,Atraso na entrega,1012.24
2674,20713,139,2023-12-05,Produto errado,2328.0
2675,25283,173,2023-10-02,Produto errado,1721.81
2676,20401,116,2023-12-09,Insatisfacao do cliente,970.64
2677,2354,65,2023-06-20,Atraso na entrega,356.87
2678,17983,232,2023-04-18,Atraso na entrega,106.43
2679,37830,25,2023-02-27,Produto com defeito,207.96
2680,49864,103,2023-07-12,Produto errado,467.01
2681,7395,209,2023-12-03,Atraso na entrega,3311.64
2682,39194,117,2023-09-30,Produto danificado,594.64
2683,43707,127,2023-05-11,Produto com defeito,1394.39
2684,10249,136,2024-01-09,Atraso na entrega,1377.32
2685,46202,168,2023-10-31,Produto errado,1142.26
2686,49107,229,2023-09-19,Insatisfacao do cliente,125.11
2687,28781,92,2023-11-21,Atraso na entrega,609.69
2688,30275,184,2023-12-25,Produto com defeito,1185.22
2689,10261,193,2023-07-31,Produto errado,1058.81
2690,3292,155,2023-11-10,Produto danificado,721.04
2691,24560,237,2023-07-19,Atraso na entrega,871.23
2692,15270,239,2023-06-18,Produto danificado,1301.3
2693,1751,237,2023-10-05,Produto com defeito,2613.69
2694,27280,30,2023-12-08,Produto errado,1350.98
2695,35042,226,2023-03-26,Atraso na entrega,1054.56
2696,36684,181,2023-08-12,Produto danificado,1677.55
2697,12091,205,2023-03-01,Produto danificado,332.19
2698,35743,36,2023-11-21,Produto errado,7013.45
2699,5288,103,2023-12-04,Atraso na entrega,149.28
2700,9287,69,2023-09-10,Produto errado,348.28
2701,35052,84,2023-05-02,Insatisfacao do cliente,2821.76
2702,29273,63,2023-05-13,Produto danificado,1073.17
2703,10470,231,2023-12-04,Atraso na entrega,336.33
2704,37214,184,2024-01-16,Atraso na entrega,2304.62
2705,26707,162,2023-07-20,Produto errado,3554.1
2706,29801,68,2023-02-27,Insatisfacao do cliente,1294.68
2707,33531,29,2023-05-18,Produto errado,499.48
2708,38926,68,2023-12-03,Produto com defeito,2040.93
2709,45585,25,2023-05-28,Insatisfacao do cliente,675.59
2710,42110,77,2023-08-09,Atraso na entrega,344.26
2711,33396,203,2023-12-16,Produto errado,2857.34
2712,20891,198,2023-05-20,Insatisfacao do cliente,1150.15
2713,48666,239,2023-01-25,Produto errado,2917.41
2714,16643,144,2023-04-13,Atraso na entrega,2400.04
2715,40889,192,2023-04-17,Produto com defeito,1029.81
2716,2024,204,2023-03-08,Produto errado,2303.45
2717,11309,135,2023-08-21,Atraso na entrega,2299.21
2718,39637,106,2023-12-24,Produto errado,263.11
2719,34055,224,2023-02-24,Produto danificado,379.61
2720,41562,195,2023-10-16,Produto danificado,1388.52
2721,44624,101,2024-01-01,Produto com defeito,802.12
2722,3511,150,2023-11-11,Produto com defeito,1418.64
2723,35901,117,2023-02-11,Produto com defeito,594.64
2724,10679,204,2023-12-19,Produto com defeito,1187.92
2725,6737,96,2023-06-25,Produto com defeito,468.91
2726,35789,118,2023-01-24,Produto danificado,4226.19
2727,25703,227,2023-11-27,Produto errado,4014.5
2728,49238,148,2023-03-03,Insatisfacao do cliente,809.1
2729,1178,219,2023-08-03,Atraso na entrega,264.92
2730,41132,80,2023-05-05,Insatisfacao do cliente,2246.73
2731,47123,235,2023-10-06,Insatisfacao do cliente,577.84
2732,48570,102,2023-11-15,Insatisfacao do cliente,2112.94
2733,35863,59,2023-07-22,Insatisfacao do cliente,1047.73
2734,27405,72,2023-11-15,Atraso na entrega,1672.07
2735,40717,147,2023-12-01,Atraso na entrega,2524.1
2736,44621,40,2023-05-31,Produto errado,429.63
2737,10825,40,2023-01-25,Atraso na entrega,466.46
2738,18637,236,2023-04-15,Produto errado,528.03
2739,49276,26,2023-12-14,Produto danificado,4265.52
2740,16164,73,2023-07-01,Insatisfacao do cliente,1368.41
2741,11295,211,2023-09-02,Produto errado,5612.59
2742,25915,78,2023-11-27,Produto com defeito,1034.84
2743,27901,33,2023-09-17,Produto errado,425.06
2744,9584,187,2023-01-17,Insatisfacao do cliente,2337.98
2745,9404,134,2023-09-26,Produto com defeito,1407.26
2746,527,168,2023-08-04,Produto com defeito,374.57
2747,4504,199,2023-08-31,Produto errado,1827.29
2748,2712,121,2023-11-12,Produto danificado,539.58
2749,30745,110,2023-04-20,Produto com defeito,77.28
2750,17563,226,2023-02-21,Produto com defeito,984.6
2751,45848,148,2023-07-22,Insatisfacao do cliente,792.01
2752,35171,229,2023-07-15,Atraso na entrega,479.68
2753,20978,177,2023-02-26,Produto com defeito,1192.81
2754,27137,183,2024-01-08,Atraso na entrega,875.83
2755,13552,106,2023-07-29,Insatisfacao do cliente,338.35
2756,16718,233,2023-10-12,Atraso na entrega,786.11
2757,33936,52,2023-07-21,Produto danificado,3482.47
2758,42055,203,2023-06-27,Produto danificado,1366.96
2759,346,155,2023-07-21,Produto com defeito,349.33
2760,44204,237,2023-11-09,Produto errado,1405.6
2761,12303,22,2023-02-08,Insatisfacao do cliente,250.82
2762,26294,68,2023-10-31,Produto danificado,2124.21
2763,39320,179,2023-10-04,Produto com defeito,1228.34
2764,22136,64,2023-11-28,Produto errado,4258.44
2765,21551,169,2023-12-19,Produto com defeito,190.16
2766,34057,144,2023-06-21,Produto com defeito,1188.46
2767,14574,67,2023-03-28,Produto com defeito,1218.65
2768,39055,136,2023-12-01,Produto danificado,2800.98
2769,6274,139,2023-10-20,Insatisfacao do cliente,582.0
2770,36135,18,2023-10-20,Produto com defeito,834.45
2771,29716,83,2023-10-06,Insatisfacao do cliente,1711.56
2772,33205,170,2023-12-02,Produto errado,2282.84
2773,2939,204,2023-08-25,Produto danificado,1052.32
2774,2279,199,2023-06-15,Atraso na entrega,3504.03
2775,27727,225,2023-10-19,Insatisfacao do cliente,1810.98
2776,11852,11,2023-11-13,Atraso na entrega,1295.11
2777,28787,214,2023-06-19,Produto errado,1341.62
2778,45862,80,2023-09-10,Produto com defeito,3172.11
2779,34554,18,2023-02-28,Produto com defeito,834.45
2780,34833,5,2023-10-29,Produto errado,223.64
2781,21914,159,2023-05-25,Atraso na entrega,1940.51
2782,5554,54,2023-12-19,Produto com defeito,536.44
2783,19139,22,2023-07-02,Insatisfacao do cliente,495.62
2784,42210,42,2023-09-21,Produto com defeito,2195.87
2785,30153,193,2023-03-06,Produto danificado,1108.52
2786,211,174,2023-09-05,Insatisfacao do cliente,1131.0
2787,16441,162,2023-08-06,Insatisfacao do cliente,987.82
2788,4112,125,2023-10-31,Insatisfacao do cliente,1292.65
2789,6019,157,2023-11-17,Produto com defeito,3114.92
2790,32891,233,2023-07-09,Atraso na entrega,1437.35
2791,25800,153,2023-04-04,Atraso na entrega,227.67
2792,37885,209,2023-11-30,Produto com defeito,1058.12
2793,37069,23,2023-11-11,Atraso na entrega,251.29
2794,31512,166,2023-02-02,Produto errado,1410.17
2795,22548,3,2023-08-15,Produto danificado,3332.16
2796,29899,181,2023-05-01,Produto com defeito,2556.41
2797,9361,93,2023-06-08,Insatisfacao do cliente,663.66
2798,29929,34,2023-10-11,Atraso na entrega,1271.39
2799,18339,240,2023-12-10,Produto danificado,1764.14
2800,20161,173,2023-07-06,Produto danificado,1641.66
2801,8516,48,2023-08-22,Atraso na entrega,1060.97
2802,11036,144,2023-12-19,Produto danificado,2482.0
2803,11698,154,2023-06-25,Insatisfacao do cliente,1112.97
2804,4715,232,2023-12-12,Produto errado,103.76
2805,44429,11,2023-06-25,Produto com defeito,2663.52
2806,21132,201,2023-01-10,Produto com defeito,2100.56
2807,1046,32,2023-07-27,Insatisfacao do cliente,590.92
2808,42554,84,2024-01-06,Produto com defeito,2398.66
2809,429,180,2023-07-03,Insatisfacao do cliente,74.85
2810,507,170,2023-11-11,Atraso na entrega,1476.74
2811,16483,162,2023-03-27,Insatisfacao do cliente,987.82
2812,16410,42,2023-04-21,Atraso na entrega,2078.86
2813,45475,34,2023-09-16,Produto com defeito,2654.88
2814,15353,202,2023-03-26,Produto errado,4039.47
2815,4467,80,2023-12-09,Atraso na entrega,791.76
2816,25814,109,2023-06-12,Produto danificado,399.19
2817,12925,14,2023-09-06,Produto errado,693.27
2818,40848,150,2023-05-29,Insatisfacao do cliente,374.89
2819,44392,147,2023-04-25,Atraso na entrega,2403.03
2820,40020,16,2023-05-21,Atraso na entrega,980.44
2821,22314,208,2023-11-24,Insatisfacao do cliente,977.96
2822,26204,61,2023-11-10,Produto errado,281.0
2823,11150,52,2023-07-08,Produto com defeito,1186.28
2824,15731,232,2023-04-14,Produto errado,209.48
2825,38818,1,2023-06-29,Atraso na entrega,5275.76
2826,24186,28,2023-11-27,Produto danificado,1552.7
2827,8356,144,2023-09-11,Insatisfacao do cliente,1241.0
2828,45186,192,2023-08-21,Atraso na entrega,908.44
2829,19986,75,2023-11-16,Insatisfacao do cliente,574.5
2830,20298,151,2023-10-07,Insatisfacao do cliente,3194.82
2831,24440,225,2023-09-06,Produto danificado,939.47
2832,2960,237,2023-11-08,Produto danificado,1742.46
2833,6460,238,2023-06-21,Produto errado,2285.63
2834,16525,99,2023-11-19,Produto danificado,266.1
2835,24059,51,2023-12-07,Produto errado,1215.42
2836,26979,84,2023-02-19,Produto danificado,2510.22
2837,14817,48,2023-11-20,Produto com defeito,524.99
2838,40485,41,2023-08-24,Atraso na entrega,1449.15
2839,6732,50,2023-09-18,Produto errado,1162.48
2840,14319,46,2023-02-07,Produto danificado,1140.13
2841,21544,69,2024-01-04,Insatisfacao do cliente,1013.84
2842,29410,84,2023-08-05,Insatisfacao do cliente,1255.11
2843,7612,1,2023-08-11,Insatisfacao do cliente,2637.88
2844,34673,69,2023-07-14,Produto danificado,531.0
2845,33523,74,2023-11-29,Produto errado,448.5
2846,42441,107,2023-10-28,Produto com defeito,1388.58
2847,10676,171,2023-06-15,Produto errado,1691.62
2848,12620,78,2024-01-10,Produto danificado,1015.53
2849,46546,162,2023-12-02,Produto danificado,987.82
2850,37833,146,2023-11-21,Insatisfacao do cliente,1186.17
2851,7518,71,2023-05-19,Atraso na entrega,780.46
2852,45650,138,2023-12-10,Produto danificado,281.89
2853,17322,233,2023-12-06,Produto com defeito,804.87
2854,25356,67,2023-09-08,Produto errado,1218.65
2855,9839,143,2023-03-19,Insatisfacao do cliente,1171.14
2856,109,161,2023-11-05,Produto errado,2531.73
2857,15217,191,2023-03-12,Produto danificado,1312.51
2858,36455,237,2023-08-24,Insatisfacao do cliente,584.85
2859,30794,152,2023-05-29,Produto com defeito,712.48
2860,38498,185,2023-04-11,Insatisfacao do cliente,1289.93
2861,5700,115,2023-09-16,Atraso na entrega,329.51
2862,4759,174,2023-02-09,Produto errado,1344.23
2863,22426,84,2023-05-10,Produto com defeito,2423.94
2864,9210,94,2023-07-03,Atraso na entrega,558.14
2865,29736,209,2023-12-15,Produto errado,1894.91
2866,8634,40,2023-06-17,Insatisfacao do cliente,458.97
2867,4194,52,2023-03-23,Produto danificado,1033.27
2868,38822,112,2023-03-12,Insatisfacao do cliente,753.23
2869,23621,36,2023-10-11,Produto danificado,2206.28
2870,38653,179,2023-08-25,Produto com defeito,2507.72
2871,44422,31,2023-06-30,Insatisfacao do cliente,2194.76
2872,10740,69,2023-03-02,Produto com defeito,478.77
2873,47374,60,2023-01-24,Insatisfacao do cliente,1473.56
2874,10572,85,2023-11-24,Atraso na entrega,2383.44
2875,46962,202,2023-04-15,Produto danificado,1346.49
2876,613,85,2023-08-15,Produto com defeito,1046.97
2877,25036,229,2024-01-06,Atraso na entrega,86.17
2878,45784,114,2023-10-23,Produto danificado,217.28
2879,42357,98,2023-05-20,Insatisfacao do cliente,525.54
2880,46253,233,2023-03-02,Insatisfacao do cliente,1609.74
2881,49212,119,2023-08-09,Produto com defeito,39.63
2882,26585,36,2023-03-27,Produto com defeito,4264.17
2883,47407,176,2023-10-01,Atraso na entrega,995.03
2884,2205,178,2023-12-12,Produto com defeito,524.83
2885,10782,120,2023-12-11,Atraso na entrega,615.99
2886,39308,201,2023-08-19,Produto errado,3018.4
2887,17890,121,2023-02-26,Insatisfacao do cliente,1769.64
2888,360,46,2023-06-13,Produto errado,1140.13
2889,16277,27,2023-02-24,Produto com defeito,391.76
2890,21045,113,2023-12-10,Produto danificado,1279.56
2891,26880,74,2023-11-18,Insatisfacao do cliente,471.57
2892,44616,24,2023-03-27,Insatisfacao do cliente,1605.1
2893,24218,145,2023-10-10,Atraso na entrega,243.54
2894,18517,14,2023-12-16,Insatisfacao do cliente,1458.2
2895,10213,216,2023-02-21,Insatisfacao do cliente,1746.01
2896,11751,173,2023-08-09,Produto com defeito,4908.85
2897,36766,124,2023-11-23,Produto danificado,2934.43
2898,45574,113,2023-09-08,Insatisfacao do cliente,2559.12
2899,8596,173,2023-12-08,Produto danificado,1990.49
2900,42383,43,2023-12-17,Produto com defeito,433.34
2901,18890,67,2023-07-23,Produto errado,2380.23
2902,12266,239,2023-08-26,Produto danificado,1474.37
2903,27084,217,2023-07-26,Produto danificado,1787.61
2904,10619,31,2023-10-31,Produto com defeito,1166.53
2905,27936,57,2023-01-21,Insatisfacao do cliente,944.52
2906,34256,230,2023-12-09,Produto com defeito,493.66
2907,23892,34,2023-10-12,Produto com defeito,2556.62
2908,30092,114,2023-08-11,Atraso na entrega,479.14
2909,12042,220,2023-12-01,Produto danificado,41.85
2910,19955,187,2023-09-21,Produto danificado,4901.12
2911,32914,198,2023-04-07,Produto danificado,1267.38
2912,7265,60,2023-02-26,Produto errado,1460.07
2913,32653,123,2023-05-15,Produto com defeito,1436.73
2914,28188,175,2023-07-04,Produto com defeito,180.53
2915,38001,203,2023-08-24,Produto danificado,1386.17
2916,23425,147,2023-11-14,Produto errado,1079.47
2917,1861,162,2023-10-16,Insatisfacao do cliente,1696.2
2918,43526,232,2023-11-06,Produto danificado,506.52
2919,14836,86,2023-06-02,Produto com defeito,1650.26
2920,45054,215,2023-11-22,Produto danificado,2595.88
2921,21489,218,2023-01-25,Produto com defeito,609.08
2922,26112,85,2023-07-18,Produto danificado,1191.72
2923,15391,187,2023-12-29,Produto danificado,1225.28
2924,33669,192,2023-09-03,Produto danificado,1040.15
2925,7536,118,2023-10-03,Produto errado,1408.73
2926,7004,40,2023-06-24,Produto danificado,932.92
2927,45498,119,2023-05-15,Insatisfacao do cliente,44.66
2928,41336,53,2023-12-16,Produto errado,152.62
2929,20041,237,2023-03-29,Produto danificado,3073.33
2930,30157,168,2023-06-16,Insatisfacao do cliente,352.09
2931,47091,67,2023-12-19,Produto danificado,2339.16
2932,33495,115,2023-03-27,Atraso na entrega,1339.88
2933,42644,43,2023-07-07,Atraso na entrega,829.02
2934,24891,19,2023-10-02,Atraso na entrega,2670.05
2935,23114,147,2023-05-22,Atraso na entrega,3274.64
2936,33242,138,2023-01-19,Insatisfacao do cliente,276.17
2937,33469,65,2023-11-20,Insatisfacao do cliente,833.88
2938,31532,183,2023-09-16,Insatisfacao do cliente,649.6
2939,14377,177,2023-10-16,Atraso na entrega,1163.28
2940,2667,32,2023-06-23,Atraso na entrega,590.92
2941,36785,146,2023-12-26,Produto danificado,3984.27
2942,46825,173,2024-01-08,Produto danificado,2020.9
2943,46928,202,2023-06-15,Insatisfacao do cliente,1346.49
2944,41407,23,2023-05-29,Insatisfacao do cliente,448.65
2945,44402,68,2023-12-09,Atraso na entrega,689.84
2946,42475,227,2023-09-28,Produto errado,3211.6
2947,7641,219,2023-02-16,Atraso na entrega,324.05
2948,27533,184,2023-12-28,Atraso na entrega,4740.88
2949,15874,1,2023-02-12,Produto com defeito,1280.72
2950,7821,199,2023-05-19,Insatisfacao do cliente,2745.29
2951,18722,220,2023-06-04,Insatisfacao do cliente,125.55
2952,44408,219,2023-02-03,Insatisfacao do cliente,305.35
2953,45252,162,2023-11-23,Produto danificado,1880.4
2954,18972,28,2023-12-15,Insatisfacao do cliente,1157.83
2955,2716,157,2023-12-06,Atraso na entrega,2994.42
2956,6584,199,2023-09-09,Produto danificado,1639.04
2957,3271,193,2023-09-16,Produto errado,1932.76
2958,42319,133,2023-08-08,Produto errado,645.84
2959,2714,96,2023-12-15,Produto danificado,1462.85
2960,3407,59,2023-11-25,Produto com defeito,1998.11
2961,33959,50,2023-03-23,Insatisfacao do cliente,1162.48
2962,11463,41,2023-12-16,Atraso na entrega,503.23
2963,49255,99,2023-12-12,Atraso na entrega,881.7
2964,35469,139,2023-02-10,Produto errado,1665.4
2965,16658,1,2023-08-01,Produto danificado,3900.01
2966,3779,171,2023-06-18,Atraso na entrega,1691.62
2967,8536,173,2023-12-17,Atraso na entrega,998.76
2968,32606,81,2023-01-19,Produto com defeito,792.09
2969,3787,220,2023-10-26,Atraso na entrega,160.01
2970,20403,94,2023-11-16,Insatisfacao do cliente,567.1
2971,42568,117,2023-04-11,Produto com defeito,1168.99
2972,47273,112,2023-05-04,Atraso na entrega,398.25
2973,26121,157,2023-11-27,Produto errado,620.35
2974,16188,69,2023-05-25,Produto errado,1558.91
2975,36212,208,2023-06-07,Produto errado,977.96
2976,20304,225,2023-02-08,Atraso na entrega,2818.41
2977,21564,102,2023-09-14,Insatisfacao do cliente,844.26
2978,14232,215,2023-07-24,Atraso na entrega,1138.71
2979,36114,10,2023-01-15,Atraso na entrega,947.49
2980,20814,177,2023-04-18,Produto errado,3352.52
2981,7559,89,2023-06-23,Atraso na entrega,871.95
2982,25500,131,2023-01-30,Produto danificado,1036.65
2983,41251,237,2023-05-10,Produto com defeito,1697.98
2984,39038,11,2023-07-06,Produto danificado,1292.45
2985,34837,74,2023-12-10,Produto danificado,845.02
2986,35678,110,2023-06-23,Produto com defeito,36.24
2987,43887,42,2023-06-02,Insatisfacao do cliente,1099.73
2988,20003,71,2023-02-13,Insatisfacao do cliente,3121.84
2989,667,237,2023-11-29,Produto com defeito,844.47
2990,24948,58,2024-01-16,Insatisfacao do cliente,1400.7
2991,47883,144,2023-10-12,Produto errado,1201.02
2992,8668,173,2023-06-14,Insatisfacao do cliente,942.09
2993,31831,11,2023-11-22,Insatisfacao do cliente,1147.09
2994,8258,57,2023-12-06,Atraso na entrega,1985.14
2995,2064,180,2023-10-05,Atraso na entrega,379.36
2996,13376,149,2023-03-11,Produto errado,1013.6
2997,40108,96,2023-07-12,Atraso na entrega,990.54
2998,39084,166,2023-12-03,Produto com defeito,1345.19
2999,27701,1,2023-06-10,Produto errado,1271.79
3000,47165,118,2023-12-07,Atraso na entrega,2613.51
3001,12646,94,2023-11-17,Produto errado,538.41
3002,18268,84,2023-05-27,Insatisfacao do cliente,2437.91
3003,22975,61,2023-11-07,Produto danificado,475.83
3004,16664,22,2023-11-27,Produto errado,246.33
3005,7399,173,2023-10-09,Insatisfacao do cliente,2020.9
3006,9566,6,2023-12-05,Produto com defeito,1136.33
3007,31197,130,2023-08-07,Produto errado,431.98
3008,43090,101,2023-01-28,Produto errado,2479.65
3009,22277,9,2023-08-01,Produto danificado,3279.53
3010,27315,154,2023-09-24,Produto danificado,4515.08
3011,31516,214,2023-07-17,Atraso na entrega,1314.95
3012,11875,11,2023-11-21,Produto danificado,1942.38
3013,46544,104,2023-05-11,Produto danificado,1213.17
3014,31093,45,2023-11-28,Insatisfacao do cliente,1195.56
3015,31259,126,2023-04-30,Insatisfacao do cliente,3714.32
3016,22762,229,2023-05-16,Produto errado,108.54
3017,14597,16,2023-11-18,Produto danificado,1085.3
3018,14164,238,2023-02-17,Atraso na entrega,2339.68
3019,32677,144,2023-09-15,Insatisfacao do cliente,4034.83
3020,3283,104,2023-08-26,Produto errado,3813.9
3021,32066,103,2023-05-03,Produto errado,153.05
3022,46803,19,2023-03-23,Insatisfacao do cliente,1408.81
3023,35363,141,2024-01-15,Produto com defeito,3064.57
3024,14974,57,2023-10-21,Produto danificado,992.57
3025,48177,115,2023-04-24,Produto danificado,328.28
3026,43596,173,2023-06-24,Produto com defeito,2020.9
3027,43044,237,2023-06-08,Produto danificado,871.23
3028,12825,73,2023-03-15,Insatisfacao do cliente,1329.5
3029,15369,143,2023-09-22,Atraso na entrega,1316.4
3030,22421,206,2023-12-03,Atraso na entrega,2060.8
3031,35287,14,2023-03-26,Insatisfacao do cliente,2916.4
3032,7943,135,2023-05-18,Produto com defeito,1936.05
3033,32877,26,2023-04-30,Atraso na entrega,1066.38
3034,33356,190,2023-12-11,Produto danificado,1473.3
3035,35683,52,2023-12-15,Produto errado,1934.72
3036,44214,163,2023-11-30,Atraso na entrega,2115.6
3037,27761,154,2023-03-03,Produto errado,2257.54
3038,20344,93,2023-12-02,Insatisfacao do cliente,645.03
3039,33389,211,2023-02-06,Produto errado,1106.36
3040,25312,161,2023-06-06,Produto danificado,817.04
3041,24459,111,2023-10-10,Insatisfacao do cliente,425.69
3042,10598,49,2023-01-17,Produto danificado,1119.13
3043,38373,6,2023-09-30,Produto danificado,2220.9
3044,17080,95,2023-07-25,Produto com defeito,3712.98
3045,35427,225,2023-11-28,Produto danificado,803.17
3046,22893,70,2023-06-28,Produto danificado,1028.33
3047,16368,160,2023-08-02,Produto com defeito,996.43
3048,35022,213,2023-08-26,Produto errado,831.01
3049,14623,219,2023-06-15,Produto com defeito,973.34
3050,29839,237,2024-01-08,Insatisfacao do cliente,841.31
3051,42643,208,2023-12-03,Produto errado,481.5
3052,24277,13,2023-08-24,Atraso na entrega,3040.15
3053,35598,237,2023-11-15,Insatisfacao do cliente,1720.17
3054,40421,210,2023-11-19,Atraso na entrega,1080.58
3055,48740,63,2023-11-16,Produto errado,1276.2
3056,38142,105,2023-04-16,Produto com defeito,145.7
3057,35368,67,2023-08-25,Produto com defeito,3493.92
3058,4785,62,2023-08-14,Produto errado,1219.08
3059,13986,4,2023-11-24,Atraso na entrega,5098.28
3060,49574,13,2023-11-19,Atraso na entrega,892.45
3061,37986,77,2023-01-23,Produto errado,403.48
3062,19104,97,2023-05-22,Produto danificado,219.15
3063,32103,111,2023-06-05,Produto danificado,425.05
3064,35027,2,2023-11-08,Insatisfacao do cliente,937.9
3065,25559,164,2023-10-28,Atraso na entrega,2830.45
3066,39750,62,2023-11-02,Atraso na entrega,609.54
3067,27184,68,2023-07-09,Produto danificado,1265.59
3068,36723,106,2023-06-10,Produto com defeito,306.03
3069,29595,61,2023-07-27,Atraso na entrega,229.03
3070,36518,237,2023-10-08,Atraso na entrega,856.09
3071,43766,232,2023-11-18,Produto errado,106.43
3072,48743,108,2023-05-10,Atraso na entrega,2054.7
3073,5541,173,2023-08-14,Produto com defeito,997.79
3074,22780,162,2023-05-04,Atraso na entrega,2920.26
3075,28840,202,2023-04-13,Produto com defeito,1346.49
3076,30571,21,2023-01-28,Atraso na entrega,278.96
3077,4087,50,2023-05-16,Insatisfacao do cliente,552.99
3078,47420,77,2023-11-28,Produto errado,368.13
3079,36844,225,2023-07-06,Produto danificado,908.18
3080,44817,111,2023-03-08,Produto errado,438.09
3081,24217,120,2023-10-21,Atraso na entrega,1847.97
3082,39979,192,2023-11-17,Produto com defeito,1048.19
3083,29911,154,2023-03-18,Produto errado,2257.54
3084,34985,125,2023-12-01,Produto com defeito,1308.6
3085,26751,164,2023-02-15,Insatisfacao do cliente,945.64
3086,30149,113,2023-09-18,Produto com defeito,1238.17
3087,42198,210,2023-02-14,Produto errado,2986.5
3088,40535,10,2023-12-08,Produto danificado,1800.16
3089,30607,173,2023-11-28,Atraso na entrega,1990.79
3090,49340,76,2023-07-17,Produto danificado,721.24
3091,4441,167,2023-06-10,Atraso na entrega,2768.46
3092,41710,153,2023-06-07,Insatisfacao do cliente,686.18
3093,12494,173,2023-09-12,Insatisfacao do cliente,898.79
3094,27544,210,2023-11-27,Insatisfacao do cliente,897.02
3095,33338,46,2023-11-08,Produto danificado,2253.6
3096,23197,160,2023-04-17,Produto errado,527.72
3097,42952,223,2023-07-27,Produto danificado,885.55
3098,26574,30,2023-11-19,Atraso na entrega,1462.77
3099,40901,138,2023-11-11,Atraso na entrega,286.44
3100,36555,42,2023-11-28,Atraso na entrega,1144.37
3101,35925,68,2023-01-04,Insatisfacao do cliente,1365.57
3102,35975,237,2024-01-14,Insatisfacao do cliente,859.78
3103,3613,11,2023-05-22,Insatisfacao do cliente,665.88
3104,18925,193,2023-12-29,Produto errado,1087.3
3105,27416,116,2023-11-20,Produto com defeito,924.6
